id,question
112,What are the main ingredients in the Roasted Chicken recipe?
112,How many calories are there in the Roasted Chicken dish?
112,What is the protein content in the Roasted Chicken?
112,What cooking temperature is recommended for roasting the chicken?
113,Is the Grilled Cheese Sandwich suitable for a vegetarian diet?
113,What are the main ingredients of the Grilled Cheese Sandwich?
113,How many calories are in the Grilled Cheese Sandwich?
113,What type of meal is the Grilled Cheese Sandwich typically eaten for?
113,Can you describe the cooking instructions for the Grilled Cheese Sandwich?
114,Is the Cauliflower Rice recipe suitable for a vegan diet?
114,What are the main ingredients of the Cauliflower Rice dish?
114,How many calories are in the Cauliflower Rice?
114,What cooking method is used in the preparation of Cauliflower Rice?
114,How long does it take to cook the Cauliflower Rice?
115,Are these Chocolate Chip Muffins suitable for a vegetarian diet?
115,What is the calorie count for one serving of the Chocolate Chip Muffins?
115,Can you tell me the protein content in the Chocolate Chip Muffins?
115,What are the main ingredients used in the Chocolate Chip Muffins recipe?
115,How long do I need to bake the Chocolate Chip Muffins?
116,Is the Coconut Rice recipe suitable for a vegan diet?
116,What are the main ingredients used in the Coconut Rice dish?
116,How many calories are there in a serving of Coconut Rice?
116,What type of cuisine is Coconut Rice classified under?
116,What is the recommended meal type for Coconut Rice?
117,Is the Raspberry Sorbet suitable for a vegan diet?
117,What are the main ingredients in the Raspberry Sorbet?
117,How many calories are in a serving of Raspberry Sorbet?
117,What type of meal is the Raspberry Sorbet categorized as?
117,How do you prepare the Raspberry Sorbet?
118,Is the Chicken Caesar Salad gluten-free?
118,What are the main ingredients in the Chicken Caesar Salad?
118,How many calories are in a Chicken Caesar Salad?
118,What is the protein content in this salad?
118,What meal type is the Chicken Caesar Salad designed for?
119,What ingredients are used in the Peach Salsa recipe?
119,Is the Peach Salsa recipe suitable for a vegan diet?
119,How many calories are in one serving of the Peach Salsa?
119,What meal type is the Peach Salsa intended for?
119,What is the preparation process for making the Peach Salsa?
120,Is the Spinach and Cheese Stuffed Chicken gluten-free?
120,What are the main ingredients used in the recipe?
120,How many calories does the Spinach and Cheese Stuffed Chicken contain?
120,What is the cooking method for the chicken dish?
120,What is the recommended meal type for this recipe?
121,Is the Quiche Lorraine recipe gluten-free?
121,What are the main ingredients in the Quiche Lorraine?
121,How many calories are in the Quiche Lorraine?
121,What is the cooking time for the Quiche Lorraine?
121,Can I serve Quiche Lorraine for breakfast?
122,Is this fruit salad suitable for a vegan diet?
122,What ingredients are used in the fruit salad?
122,How many calories are in the fruit salad?
122,What is the meal type of this recipe?
122,What are the preparation steps for making the fruit salad?
123,Is this beef taco recipe suitable for a gluten-free diet?
123,What are the main ingredients used in the beef tacos?
123,How many calories are in one serving of beef tacos?
123,Can you provide the protein content of the beef tacos?
123,What is the preparation method for making the beef tacos?
124,Is the Brownie Sundae suitable for a vegetarian diet?
124,What are the main ingredients in the Brownie Sundae?
124,How many calories are in the Brownie Sundae?
124,What type of meal is the Brownie Sundae classified as?
124,What is the preparation method for the Brownie Sundae?
125,Is the Vegetable Soup suitable for a vegan diet?
125,What are the main ingredients in the Vegetable Soup?
125,How many calories are in a serving of Vegetable Soup?
125,What type of meal is the Vegetable Soup designed for?
125,What is the cooking method used for the Vegetable Soup?
126,Is the chili recipe suitable for a gluten-free diet?
126,What are the main ingredients in the chili dish?
126,How many calories does one serving of chili contain?
126,What is the protein content of the chili recipe?
126,What is the preparation time for making the chili?
127,Is the Apple Crisp recipe suitable for a vegetarian diet?
127,What are the main ingredients used in the Apple Crisp?
127,How many calories does one serving of the Apple Crisp contain?
127,What type of meal is the Apple Crisp classified as?
127,Can you provide the baking instructions for the Apple Crisp?
128,Is the Buffalo Cauliflower Bites recipe suitable for a vegan diet?
128,What ingredients are needed to make Buffalo Cauliflower Bites?
128,How many calories are in a serving of Buffalo Cauliflower Bites?
128,What is the cooking temperature and time for the Buffalo Cauliflower Bites?
128,"Can I serve Buffalo Cauliflower Bites with a dip, and if so, what type?"
129,Is the Teriyaki Chicken recipe gluten-free?
129,What are the main ingredients in the Teriyaki Chicken dish?
129,How many calories are in one serving of Teriyaki Chicken?
129,What type of cuisine does the Teriyaki Chicken belong to?
129,What meal is suggested for the Teriyaki Chicken recipe?
130,Is the Chocolate Covered Strawberries recipe suitable for a vegetarian diet?
130,What are the main ingredients in the Chocolate Covered Strawberries recipe?
130,How many calories are in a serving of Chocolate Covered Strawberries?
130,What is the meal type for the Chocolate Covered Strawberries dish?
130,Can you explain the preparation steps for making Chocolate Covered Strawberries?
131,What are the main ingredients in the Grilled Vegetable Sandwich?
131,How many calories are there in the Grilled Vegetable Sandwich?
131,Is the Grilled Vegetable Sandwich suitable for a vegan diet?
131,What meal type is the Grilled Vegetable Sandwich intended for?
131,What is the preparation process for making the Grilled Vegetable Sandwich?
132,Is the Banana Bread recipe suitable for a vegetarian diet?
132,What are the main ingredients in the Banana Bread recipe?
132,How many calories are in a serving of Banana Bread?
132,What is the recommended meal type for this Banana Bread?
132,What temperature should I bake the Banana Bread at?
133,Is the Peanut Noodles recipe suitable for a vegan diet?
133,What are the main ingredients used in the Peanut Noodles dish?
133,How many calories are there in the Peanut Noodles recipe?
133,What is the protein content of the Peanut Noodles dish?
133,What is the recommended meal type for this recipe?
134,What are the main ingredients in the quinoa salad?
134,Is this quinoa salad suitable for a vegetarian diet?
134,How many calories does the quinoa salad contain?
134,What is the protein content in this recipe?
134,What type of cuisine does this quinoa salad belong to?
135,Is the Spinach and Feta Stuffed Chicken suitable for a gluten-free diet?
135,What are the main ingredients required to prepare the Spinach and Feta Stuffed Chicken?
135,How many calories are there in the Spinach and Feta Stuffed Chicken recipe?
135,What is the protein content of the Spinach and Feta Stuffed Chicken?
135,What type of meal is the Spinach and Feta Stuffed Chicken intended for?
136,What ingredients are included in the Veggie Pizza recipe?
136,Is the Veggie Pizza suitable for a vegetarian diet?
136,How many calories are in a serving of Veggie Pizza?
136,What is the cooking temperature and time for the Veggie Pizza?
136,What meal type is the Veggie Pizza intended for?
137,Is this chocolate chip cookie recipe suitable for a vegetarian diet?
137,What ingredients are used in the chocolate chip cookies?
137,How many calories are in one serving of these cookies?
137,What is the meal type for this recipe?
137,Can you tell me the cooking instructions for the chocolate chip cookies?
138,Is the recipe for Cabbage Rolls gluten-free?
138,What is the main protein source in the Cabbage Rolls recipe?
138,How many calories are in one serving of Cabbage Rolls?
138,What type of cuisine do Cabbage Rolls belong to?
138,What is the cooking temperature and time for the Cabbage Rolls?
139,Is the Peach Smoothie suitable for a vegetarian diet?
139,What are the main ingredients in the Peach Smoothie?
139,How many calories are in the Peach Smoothie?
139,What meal is the Peach Smoothie intended for?
139,Can you describe how to prepare the Peach Smoothie?
140,Is the carrot cake recipe suitable for a vegetarian diet?
140,What are the main ingredients in the carrot cake?
140,How many calories does the carrot cake contain?
140,What is the preparation time for the carrot cake with frosting?
140,What type of dessert is this recipe categorized as?
141,Is the Chickpea Burgers recipe suitable for a vegan diet?
141,What are the main ingredients used in the Chickpea Burgers?
141,How many calories are there in one serving of the Chickpea Burgers?
141,What is the protein content per serving of the Chickpea Burgers?
141,What steps are involved in preparing the Chickpea Burgers?
142,Is the Avocado Brownies recipe suitable for a vegetarian diet?
142,What are the main ingredients used in Avocado Brownies?
142,How many calories are in a serving of these brownies?
142,What is the recommended baking temperature for the Avocado Brownies?
142,How long should I let the brownies cool before cutting?
143,Is this egg salad suitable for a vegetarian diet?
143,What are the main ingredients in the egg salad recipe?
143,How many calories are in the egg salad?
143,What is the protein content of the egg salad?
143,What meal type is this egg salad intended for?
144,Is the Falafel Wraps recipe suitable for a vegan diet?
144,What are the main ingredients used in the Falafel Wraps?
144,How many calories are in one serving of the Falafel Wraps?
144,What type of meal is the Falafel Wraps intended for?
144,Can you describe the preparation steps for making Falafel Wraps?
145,Is the Spiced Lentil Stew a vegan recipe?
145,What is the main source of protein in this dish?
145,How many calories does the Spiced Lentil Stew contain?
145,What are the primary ingredients used in the Spiced Lentil Stew?
145,Is this recipe suitable for a Middle Eastern cuisine-themed dinner?
146,What are the main ingredients used in the Apple Cinnamon Oatmeal recipe?
146,Is the Apple Cinnamon Oatmeal recipe suitable for a vegetarian diet?
146,What is the calorie count for a serving of Apple Cinnamon Oatmeal?
146,Can you provide the preparation instructions for making Apple Cinnamon Oatmeal?
146,What meal type is the Apple Cinnamon Oatmeal recipe intended for?
147,Is the Shrimp Tacos recipe suitable for a gluten-free diet?
147,What are the main ingredients in the gluten-free Shrimp Tacos?
147,How many calories are in the Shrimp Tacos dinner recipe?
147,What is the protein content in the Shrimp Tacos meal?
147,What is the preparation method for the gluten-free Shrimp Tacos?
148,Is the Cauliflower Rice Stir-Fry suitable for vegans?
148,What are the main ingredients in the Cauliflower Rice Stir-Fry?
148,Can you tell me the calorie content of the Cauliflower Rice Stir-Fry?
148,What type of cuisine does the Cauliflower Rice Stir-Fry belong to?
148,What is the meal type for Cauliflower Rice Stir-Fry?
149,Is the Peach Crisp recipe suitable for a vegetarian diet?
149,What are the main ingredients used in the Peach Crisp?
149,How many calories does one serving of Peach Crisp contain?
149,What is the preparation time for the Peach Crisp dessert?
149,"Can I serve the Peach Crisp with ice cream, and does it complement the dish?"
150,Is the BBQ Chicken Sandwich suitable for a gluten-free diet?
150,What are the main ingredients in the BBQ Chicken Sandwich?
150,How many calories does the BBQ Chicken Sandwich contain?
150,Can I enjoy the BBQ Chicken Sandwich for lunch?
150,What cuisine is the BBQ Chicken Sandwich associated with?
151,Is the Vegetable Fried Rice recipe suitable for a vegan diet?
151,What are the main ingredients used in the Vegetable Fried Rice dish?
151,How many calories are in one serving of Vegetable Fried Rice?
151,What is the protein content per serving in the Vegetable Fried Rice?
151,Can you describe the cooking instructions for preparing Vegetable Fried Rice?
152,Is the Minestrone Soup recipe suitable for a vegan diet?
152,What are the main ingredients in the Minestrone Soup?
152,How many calories are in a serving of the Minestrone Soup?
152,What nutritional information can I find for the Minestrone Soup?
152,What is the cooking process for the Minestrone Soup?
153,What ingredients are used in this vegan sushi recipe?
153,How many calories does the vegetarian sushi contain?
153,Can you tell me the protein content in this recipe?
153,What type of cuisine is this recipe associated with?
153,What are the basic steps to prepare this vegan sushi?
154,Is this Egg Salad Sandwich suitable for a vegetarian diet?
154,What are the main ingredients in the Egg Salad Sandwich?
154,How many calories are in the Egg Salad Sandwich?
154,What is the protein content of the Egg Salad Sandwich?
154,Can I prepare this sandwich for lunch?
155,Is the Pulled Pork Sandwich gluten-free?
155,What are the main ingredients in the Pulled Pork Sandwich?
155,How many calories does the Pulled Pork Sandwich contain?
155,What meal type is the Pulled Pork Sandwich suitable for?
155,What cuisine type does the Pulled Pork Sandwich represent?
156,Is the Peanut Butter Banana Smoothie suitable for a vegetarian diet?
156,What are the main ingredients used in the Peanut Butter Banana Smoothie?
156,Can I have the Peanut Butter Banana Smoothie for breakfast?
156,What is the calorie count for the Peanut Butter Banana Smoothie?
156,How do I prepare the Peanut Butter Banana Smoothie?
157,Is the recipe for Stuffed Zucchini Boats suitable for gluten-free diets?
157,What is the calorie count for a serving of Stuffed Zucchini Boats?
157,What types of meat are used in the Stuffed Zucchini Boats recipe?
157,How long should I bake the Stuffed Zucchini Boats in the oven?
157,What are the primary ingredients in Stuffed Zucchini Boats?
158,What ingredients do I need for the Roasted Vegetable Quinoa recipe?
158,How many calories are in the Roasted Vegetable Quinoa dish?
158,Can you tell me the protein content of the Roasted Vegetable Quinoa?
158,What meal type is the Roasted Vegetable Quinoa intended for?
158,What are the cooking instructions for preparing this vegan recipe?
159,Is the Teriyaki Salmon recipe suitable for a gluten-free diet?
159,What are the main ingredients used in Teriyaki Salmon?
159,How many calories are in a serving of Teriyaki Salmon?
159,What is the recommended meal type for this recipe?
159,Could you provide the cooking instructions for Teriyaki Salmon?
160,Is the Caprese Pasta Salad suitable for a vegetarian diet?
160,What are the main ingredients in the Caprese Pasta Salad?
160,How many calories are in a serving of Caprese Pasta Salad?
160,What type of meal is Caprese Pasta Salad typically served as?
160,What cuisine does the Caprese Pasta Salad belong to?
161,Is the Beef and Broccoli recipe suitable for a gluten-free diet?
161,What are the main ingredients used in the Beef and Broccoli dish?
161,How many calories are in the Beef and Broccoli recipe?
161,What is the meal type for the Beef and Broccoli dish?
161,Can I find this recipe in Chinese cuisine?
162,Is the Peach Cobbler recipe suitable for a vegetarian diet?
162,What ingredients do I need to make the Peach Cobbler?
162,How many calories are in a serving of Peach Cobbler?
162,What is the cooking time for the Peach Cobbler recipe?
162,What type of cuisine does the Peach Cobbler belong to?
163,Is the Banana Oatmeal Pancakes recipe suitable for a vegetarian diet?
163,What are the main ingredients used in the Banana Oatmeal Pancakes?
163,Can you tell me the nutritional information for the Banana Oatmeal Pancakes?
163,What type of meal is the Banana Oatmeal Pancakes intended for?
163,What is the cooking process for making Banana Oatmeal Pancakes?
164,Is the Chocolate Smoothie suitable for a vegetarian diet?
164,What are the main ingredients used in the Chocolate Smoothie recipe?
164,Can you tell me the nutritional information for one serving of the Chocolate Smoothie?
164,What meal type is the Chocolate Smoothie recommended for?
164,How do you prepare the Chocolate Smoothie?
165,What are the main ingredients in the Vegetarian Lasagna?
165,How many calories does one serving of the Vegetarian Lasagna have?
165,Can you provide the dinner instructions for making Vegetarian Lasagna?
165,What meal type is the Vegetarian Lasagna classified under?
165,Is the Vegetarian Lasagna suitable for someone on a vegetarian diet?
166,Is the Coconut Rice Pudding suitable for a vegan diet?
166,What are the main ingredients used in the Coconut Rice Pudding recipe?
166,How many calories are there in a serving of Coconut Rice Pudding?
166,What is the total carbohydrate content in the Coconut Rice Pudding?
166,Can I serve Coconut Rice Pudding warm or is it better chilled?
167,Is the BBQ Chicken Pizza suitable for a gluten-free diet?
167,What are the main ingredients in the BBQ Chicken Pizza?
167,How many calories does the BBQ Chicken Pizza contain?
167,What is the cooking method for the BBQ Chicken Pizza?
167,How long should I bake the BBQ Chicken Pizza?
168,Is the Sweet Potato and Black Bean Tacos recipe suitable for a vegan diet?
168,What are the main ingredients needed to prepare the Sweet Potato and Black Bean Tacos?
168,How many calories are there in the Sweet Potato and Black Bean Tacos?
168,What type of meal is the Sweet Potato and Black Bean Tacos meant for?
168,Can you provide the cooking instructions for the Sweet Potato and Black Bean Tacos?
169,What are the main ingredients in the Chocolate Avocado Mousse recipe?
169,Is the Chocolate Avocado Mousse suitable for a vegan diet?
169,How many calories are in the Chocolate Avocado Mousse dessert?
169,What is the meal type for the Chocolate Avocado Mousse?
169,What are the steps to prepare the Chocolate Avocado Mousse?
170,Is the Herbed Chicken Breast recipe gluten-free?
170,What are the main ingredients used in the Herbed Chicken Breast?
170,How long should I bake the chicken breast for this recipe?
170,What is the calorie count for the Herbed Chicken Breast dish?
170,Can I serve the Herbed Chicken Breast with a side salad?
